	ESC_WT.bam	Copies	length	RPK	TPM
REF_NM_028101	2977	1	2801	1062.834702	302.9650958
REF_NM_025595	2330	1	2193	1062.4715	302.8615638
REF_NM_018871	27800	1	26263	1058.523398	301.7361421
REF_NM_026616	1148	1	1087	1056.117755	301.0504045
REF_NM_016742	11966	1	11366	1052.78902	300.1015357
REF_NM_001271615	5062	1	4812	1051.95345	299.8633533
REF_NM_025433	9199	1	8750	1051.314286	299.6811571
REF_NM_007988	19537	1	18590	1050.941366	299.574855
REF_NM_010496	2408	1	2294	1049.694856	299.2195325
REF_NM_145705	2873	1	2737	1049.689441	299.2179889
REF_NM_024211	3155	1	3013	1047.129107	298.488156
REF_NM_001102407	4046	1	3864	1047.101449	298.480272
REF_NM_001164089	7450	1	7119	1046.495294	298.3074852
REF_NM_133982	1402	1	1346	1041.604755	296.9134182
REF_NM_011874	8728	1	8391	1040.162078	296.5021778
REF_NM_134139	4978	1	4786	1040.117008	296.4893303
REF_NM_011186	4029	1	3876	1039.473684	296.3059484
REF_NM_028398	19185	1	18513	1036.298817	295.4009404
REF_NM_025919	3538	1	3424	1033.294393	294.5445177
REF_NR_029382	2406	1	2339	1028.64472	293.2191107
REF_NR_024324	873	1	851	1025.851939	292.4230178
REF_NM_175403	15568	1	15196	1024.480126	292.0319774
REF_NM_007415	32955	1	32280	1020.910781	291.0145218
REF_NM_013750	3110	1	3050	1019.672131	290.66144
REF_NM_010193	20201	1	19820	1019.223007	290.5334154
REF_NM_026069	2559	1	2528	1012.262658	288.5493414
REF_NM_026684	2340	1	2322	1007.751938	287.2635433
REF_NM_145139	19324	1	19178	1007.61289	287.2239071
REF_NM_153150	3027	1	3009	1005.982054	286.7590311
REF_NM_133666	5285	1	5257	1005.326232	286.5720865
REF_NM_028057	5779	1	5749	1005.218299	286.5413198
REF_NM_025982	2985	1	2972	1004.374159	286.3006945
REF_NM_010442	6996	1	6976	1002.866972	285.8710652
REF_NM_007952	24783	1	24785	999.919306	285.0308216
REF_NM_001166432	25253	1	25283	998.813432	284.715588
REF_NM_007480	2852	1	2860	997.2027972	284.2564704
REF_NM_001130485	3725	1	3736	997.0556745	284.2145325
REF_NM_025448	8688	1	8743	993.7092531	283.2606223
REF_NM_011543	14756	1	14864	992.7341227	282.9826577
REF_NM_011778	5309	1	5373	988.0885911	281.6584311
REF_NM_019652	7254	1	7348	987.2074034	281.4072452
REF_NM_001289522	23389	1	23700	986.8776371	281.3132441
REF_NM_008889	2247	1	2277	986.8247694	281.2981739
REF_NM_001166635	2299	1	2338	983.3190761	280.2988626
REF_NR_045710	4193	1	4286	978.3014466	278.8685681
REF_NM_139149	14237	1	14553	978.286264	278.8642403
REF_NM_025289	7945	1	8131	977.1245849	278.5330992
REF_NM_001168469	3078	1	3156	975.2851711	278.0087673
REF_NM_026383	2848	1	2921	975.0085587	277.9299179
REF_NM_001001806	3918	1	4019	974.8693705	277.8902417
REF_NM_033561	18892	1	19538	966.9362268	275.6288688
REF_NM_008300	39268	1	40666	965.6223873	275.2543538
REF_NM_010828	2361	1	2447	964.8549244	275.0355856
REF_NM_019641	5319	1	5524	962.8892107	274.4752514
REF_NM_001290697	6143	1	6386	961.9480113	274.2069589
REF_NM_001134646	2793	1	2904	961.7768595	274.1581714
REF_NM_001164249	25570	1	26621	960.5198903	273.7998675
REF_NM_001163571	8608	1	8975	959.1086351	273.3975838
REF_NM_007984	12242	1	12835	953.798208	271.8838263
REF_NM_026760	3292	1	3454	953.0978576	271.6841887
REF_NM_009388	24386	1	25595	952.7642118	271.5890817
REF_NM_013854	12317	1	12932	952.4435509	271.4976761
REF_NM_001190437	2874	1	3024	950.3968254	270.9142492
REF_NM_138753	3218	1	3400	946.4705882	269.7950603
REF_NM_011885	2019	1	2141	943.0172816	268.810682
REF_NM_026559	2765	1	2934	942.3994547	268.6345681
REF_NM_027204	3845	1	4086	941.0181106	268.2408107
REF_NM_016739	32620	1	34696	940.1660134	267.9979171
REF_NM_022423	6203	1	6619	937.150627	267.1383697
REF_NM_010948	12603	1	13486	934.5246923	266.3898369
REF_NM_025410	1360	1	1457	933.4248456	266.0763214
REF_NR_015531	1169	1	1254	932.2169059	265.7319936
REF_NM_134101	10924	1	11763	928.6746578	264.7222622
REF_NM_011690	14310	1	15423	927.8350515	264.4829293
REF_NM_011733	21864	1	23593	926.7155512	264.1638114
REF_NM_133916	22257	1	24054	925.2930905	263.7583336
REF_NM_024166	5833	1	6309	924.552227	263.5471476
REF_NM_001302129	7333	1	7952	922.1579477	262.8646491
REF_NR_040409	10171	1	11034	921.7872032	262.758967
REF_NM_001013616	15065	1	16358	920.9561071	262.5220599
REF_NM_025450	2908	1	3164	919.0897598	261.9900504
REF_NR_028425	2051	1	2232	918.90681	261.9378999
REF_NM_009473	3987	1	4350	916.5517241	261.2665736
REF_NM_001130868	16385	1	17916	914.5456575	260.6947367
REF_NM_016682	25421	1	27833	913.3402795	260.3511391
REF_NM_001001185	543	1	598	908.0267559	258.8364988
REF_NM_025594	5204	1	5738	906.9362147	258.5256359
REF_NM_145979	31123	1	34339	906.3455546	258.357266
REF_NM_177305	3574	1	3966	901.1598588	256.8790636
REF_NM_007707	2952	1	3280	900	256.5484414
REF_NM_001142950	15203	1	16911	899.0006505	256.263573
REF_NM_001306143	6281	1	6993	898.1838982	256.0307546
REF_NM_138747	11558	1	12871	897.9877243	255.9748345
REF_NM_029103	4053	1	4524	895.8885942	255.3764694
REF_NM_001145780	2582	1	2885	894.9740035	255.1157619
REF_NM_028274	1186	1	1326	894.4193062	254.9576433
REF_NM_025407	11641	1	13026	893.6741901	254.7452451
REF_NM_026975	892	1	999	892.8928929	254.5225333
REF_NM_023040	2645	1	2966	891.7734322	254.2034268
REF_NM_010027	1905	1	2142	889.3557423	253.514255
REF_NM_019499	4898	1	5524	886.6763215	252.7504759
REF_NM_007622	17287	1	19505	886.2855678	252.6390901
REF_NM_025848	6651	1	7510	885.6191744	252.4491321
REF_NM_207161	2502	1	2830	884.0989399	252.0157834
REF_NM_019674	5836	1	6604	883.7068443	251.9040151
REF_NM_029688	5167	1	5853	882.7951478	251.6441325
REF_NM_001291068	21738	1	24635	882.403085	251.5323735
REF_NM_010071	3629	1	4114	882.1098687	251.4487911
REF_NM_177688	1609	1	1827	880.6787083	251.0408333
REF_NM_145396	6165	1	7001	880.5884874	251.0151155
REF_NM_008951	8728	1	9924	879.484079	250.7002997
REF_NM_001164074	8178	1	9328	876.7152659	249.9110389
REF_NM_025995	5521	1	6308	875.2377933	249.4898797
REF_NM_139236	8675	1	9913	875.1134873	249.4544458
REF_NR_027396	12741	1	14562	874.9484961	249.4074144
REF_NM_011300	4464	1	5107	874.0943803	249.1639454
REF_NM_010931	17610	1	20150	873.9454094	249.1214807
REF_NM_011830	4427	1	5066	873.8649822	249.0985546
REF_NM_021498	1060	1	1214	873.1466227	248.8937835
REF_NM_030064	3705	1	4246	872.5859633	248.7339654
REF_NR_045194	29990	1	34392	872.0051175	248.5683931
REF_NR_040539	7215	1	8291	870.2207213	248.0597441
REF_NM_011875	14097	1	16249	867.5610807	247.3016034
REF_NM_001038010	6694	1	7722	866.8738669	247.1057105
REF_NM_007620	2176	1	2513	865.8973339	246.827346
REF_NM_010120	10819	1	12522	863.9993611	246.2863216
REF_NM_011482	5401	1	6254	863.6072913	246.1745606
REF_NM_133964	3385	1	3925	862.4203822	245.8362276
REF_NM_010223	6540	1	7586	862.1144213	245.7490123
REF_NM_001252316	4588	1	5322	862.0819241	245.7397489
REF_NM_001077267	19728	1	23004	857.5899844	244.4593043
REF_NM_007838	6741	1	7874	856.1087122	244.037062
REF_NM_019791	5639	1	6601	854.2645054	243.5113638
REF_NM_008652	25659	1	30053	853.7916348	243.3765702
REF_NM_008704	8191	1	9597	853.4958841	243.2922653
REF_NM_026455	3445	1	4046	851.4582304	242.7114243
REF_NM_023231	3145	1	3695	851.150203	242.62362
REF_NM_001110101	3438	1	4040	850.990099	242.5779817
REF_NM_010925	10785	1	12682	850.4179152	242.4148785
REF_NM_027236	3979	1	4699	846.7759098	241.376711
REF_NM_001110500	26850	1	31717	846.5491692	241.3120777
REF_NM_146171	19955	1	23580	846.2680237	241.2319361
REF_NM_001081196	12474	1	14742	846.1538462	241.1993893
REF_NM_008416	1555	1	1840	845.1086957	240.9014652
REF_NM_133807	12992	1	15393	844.0200091	240.5911309
REF_NM_031170	6409	1	7632	839.7536688	239.3749943
REF_NM_024215	1916	1	2286	838.1452318	238.9165032
REF_NM_008532	12641	1	15149	834.4445178	237.8616005
REF_NM_030677	2686	1	3220	834.1614907	237.7809226
REF_NM_011640	9596	1	11515	833.3478072	237.548979
REF_NM_001048250	3879	1	4673	830.0877381	236.6196838
REF_NM_023579	30538	1	36851	828.6885023	236.2208263
REF_NM_025710	4144	1	5005	827.972028	236.0165925
REF_NM_011568	3183	1	3850	826.7532468	235.6691743
REF_NR_029853	62	1	75	826.6666667	235.6444943
REF_NM_018799	7158	1	8675	825.129683	235.2063712
REF_NM_054048	6462	1	7832	825.0766088	235.1912422
REF_NM_145585	4704	1	5705	824.5398773	235.0382449
REF_NM_177613	5110	1	6204	823.6621534	234.7880463
REF_NM_025880	4609	1	5598	823.3297606	234.6932965
REF_NM_146201	3634	1	4418	822.5441376	234.4693516
REF_NM_207207	1344	1	1638	820.5128205	233.8903169
REF_NM_010613	8568	1	10459	819.1987762	233.5157436
REF_NM_001302955	11900	1	14534	818.7697812	233.3934569
REF_NM_030109	17587	1	21535	816.6705363	232.7950591
REF_NM_026480	1376	1	1686	816.1328588	232.6417921
REF_NM_001289484	8302	1	10194	814.4006278	232.148013
REF_NM_013651	5029	1	6188	812.7020039	231.6638138
REF_NM_130884	4178	1	5143	812.3663232	231.5681267
REF_NM_033617	2436	1	3000	812	231.4637049
REF_NM_145354	19296	1	23764	811.9845144	231.4592907
REF_NM_027278	1205	1	1485	811.4478114	231.3063014
REF_NM_021473	12288	1	15165	810.2868447	230.9753634
REF_NM_030240	1863	1	2302	809.2962641	230.6929946
REF_NM_001007571	2854	1	3527	809.1862773	230.6616425
REF_NM_153806	8784	1	10858	808.988764	230.6053406
REF_NM_176902	4029	1	4984	808.3868379	230.4337592
REF_NM_009984	6974	1	8631	808.0176109	230.3285097
REF_NM_029293	1162	1	1441	806.3844552	229.8629724
REF_NM_153419	4489	1	5567	806.3589007	229.855688
REF_NM_026410	5371	1	6677	804.4031751	229.2982009
REF_NM_177367	5631	1	7002	804.1988003	229.2399431
REF_NM_019731	2994	1	3726	803.5426731	229.0529115
REF_NM_001316742	3142	1	3912	803.1697342	228.9466039
REF_NM_001033474	2886	1	3599	801.8894137	228.5816436
REF_NM_016765	2456	1	3065	801.3050571	228.4150705
REF_NM_026155	10318	1	12897	800.031015	228.0518999
REF_NM_145931	31796	1	39800	798.8944724	227.7279241
REF_NM_025440	1857	1	2325	798.7096774	227.6752476
REF_NM_020569	10209	1	12789	798.2641332	227.5482436
REF_NM_016763	2032	1	2547	797.8013349	227.4163211
REF_NM_001033313	9026	1	11320	797.3498233	227.287616
REF_NM_054102	15901	1	19948	797.1225185	227.2228219
REF_NM_008014	14250	1	17878	797.0690234	227.2075729
REF_NM_013853	9657	1	12127	796.3222561	226.9947041
REF_NM_026310	3756	1	4737	792.9069031	226.0211446
REF_NM_025845	7048	1	8898	792.0881097	225.7877444
REF_NM_145620	6421	1	8107	792.0315776	225.7716298
REF_NM_172265	8318	1	10509	791.5120373	225.6235328
REF_NM_011956	2957	1	3740	790.6417112	225.375443
REF_NR_024329	3885	1	4917	790.1159243	225.2255655
REF_NM_134100	1807	1	2289	789.4276977	225.0293838
REF_NM_153570	3916	1	4964	788.8799355	224.8732421
REF_NM_001012273	5125	1	6507	787.6133395	224.5121941
REF_NM_010579	5580	1	7089	787.1349979	224.375841
REF_NM_011965	9090	1	11567	785.8563154	224.0113476
REF_NM_016898	9052	1	11543	784.1982154	223.5386999
REF_NM_009471	9404	1	11992	784.1894596	223.536204
REF_NM_031248	2435	1	3109	783.2100354	223.2570154
REF_NM_133819	6752	1	8635	781.9339896	222.8932737
REF_NM_144866	22815	1	29219	780.8275437	222.577877
REF_NM_134081	3335	1	4273	780.4820969	222.4794061
REF_NR_045824	41668	1	53411	780.1389227	222.381583
REF_NM_133662	935	1	1199	779.8165138	222.2896791
REF_NM_016783	6146	1	7887	779.2570052	222.130189
REF_NM_026660	2691	1	3468	775.9515571	221.1879584
REF_NM_009439	10407	1	13425	775.1955307	220.9724502
REF_NM_023210	14043	1	18131	774.5298108	220.7826842
REF_NM_008224	18204	1	23566	772.468811	220.1951883
REF_NM_015816	4261	1	5522	771.6407099	219.9591349
REF_NM_011018	8216	1	10669	770.0815447	219.5146889
REF_NM_021395	9910	1	12880	769.4099379	219.3232448
REF_NM_001303446	4506	1	5859	769.0732207	219.2272623
REF_NM_026464	2653	1	3470	764.5533141	217.9388457
REF_NM_011842	7936	1	10381	764.4735575	217.9161107
REF_NM_078478	11369	1	14877	764.1997715	217.838067
REF_NM_028364	8225	1	10765	764.0501626	217.7954204
REF_NM_007590	6611	1	8654	763.9241969	217.7595134
REF_NM_001193619	2370	1	3108	762.5482625	217.367298
REF_NM_028064	3402	1	4470	761.0738255	216.9470041
REF_NM_009238	2243	1	2953	759.5665425	216.5173473
REF_NM_008060	14177	1	18686	758.6963502	216.2692957
REF_NM_001098837	5557	1	7330	758.1173261	216.1042427
REF_NM_009556	9053	1	11943	758.0172486	216.0757152
REF_NM_001081274	12657	1	16723	756.8618071	215.7463522
REF_NM_172660	3791	1	5013	756.2337921	215.5673341
REF_NM_024221	5290	1	7002	755.498429	215.357716
REF_NM_025536	1024	1	1357	754.605748	215.1032539
REF_NM_009842	3101	1	4120	752.6699029	214.5514339
REF_NM_007842	24001	1	31903	752.3116948	214.4493253
REF_NM_019459	21427	1	28552	750.4553096	213.9201556
REF_NM_011897	3651	1	4873	749.2304535	213.5710057
REF_NM_133719	1852	1	2475	748.2828283	213.3008815
REF_NM_011042	21965	1	29428	746.3979883	212.7636006
REF_NM_009433	2010	1	2696	745.5489614	212.5215823
REF_NM_033526	11914	1	16010	744.1599001	212.125625
REF_NM_011638	17773	1	23899	743.6712833	211.9863429
REF_NM_153053	3752	1	5059	741.6485471	211.4097543
REF_NR_027380	447	1	604	740.0662252	210.9587073
REF_NM_023144	14019	1	18943	740.0622921	210.9575862
REF_NM_153762	1674	1	2271	737.1202114	210.1189348
REF_NM_028203	28702	1	38944	737.0069844	210.086659
REF_NM_009084	1882	1	2554	736.8833203	210.0514081
REF_NM_133949	4944	1	6721	735.6048207	209.6869669
REF_NM_001293768	3614	1	4917	735.0010169	209.5148503
REF_NM_146217	15927	1	21728	733.0173049	208.9493856
REF_NM_011496	4415	1	6028	732.4153948	208.7778089
REF_NM_025866	7809	1	10672	731.7278861	208.5818319
REF_NM_011694	20878	1	28536	731.6372302	208.5559901
REF_NM_001081214	11966	1	16371	730.9266386	208.3534332
REF_NM_021451	5076	1	6955	729.8346513	208.0421581
REF_NM_026374	8874	1	12179	728.6312505	207.6991241
REF_NM_011438	3226	1	4435	727.3957159	207.3469302
REF_NM_023900	1837	1	2528	726.6613924	207.1376085
REF_NM_026885	2009	1	2772	724.7474747	206.5920389
REF_NM_009030	20461	1	28271	723.7451806	206.3063312
REF_NM_025903	3849	1	5321	723.3602706	206.1966111
REF_NM_007682	2009	1	2779	722.9219144	206.071656
REF_NM_008131	7077	1	9795	722.5114855	205.9546616
REF_NM_175450	6568	1	9095	722.1550302	205.8530527
REF_NM_019458	4610	1	6388	721.665623	205.7135453
REF_NM_009983	8596	1	11955	719.0296947	204.9621639
REF_NM_015781	17025	1	23695	718.5060139	204.8128867
REF_NM_025553	3366	1	4690	717.6972281	204.5823392
REF_NM_001284196	9920	1	13829	717.3331405	204.4785546
REF_NM_025305	2491	1	3474	717.0408751	204.3952432
REF_NM_183417	5087	1	7113	715.1694081	203.8617744
REF_NM_176843	3504	1	4904	714.5187602	203.6763047
REF_NM_026396	7973	1	11159	714.4905457	203.6682621
REF_NM_145412	6952	1	9731	714.4178399	203.647537
REF_NM_001161413	11764	1	16488	713.4885978	203.382653
REF_NM_010357	12403	1	17384	713.4721583	203.3779669
REF_NM_177256	2060	1	2889	713.0494981	203.257486
REF_NM_013632	6473	1	9110	710.5378705	202.5415369
REF_NM_001160356	652	1	920	708.6956522	202.0164055
REF_NM_009423	5025	1	7128	704.96633	200.953348
REF_NM_026080	2615	1	3717	703.5243476	200.5423054
REF_NM_026757	1907	1	2711	703.4304685	200.5155448
REF_NM_130889	15041	1	21407	702.6206381	200.2846996
REF_NM_177093	14346	1	20458	701.2415681	199.8915904
REF_NM_016968	1522	1	2171	701.0594196	199.8396683
REF_NM_029823	1079	1	1540	700.6493506	199.7227765
REF_NM_026388	2237	1	3199	699.2810253	199.3327302
REF_NM_134014	29017	1	41557	698.2457829	199.0376303
REF_NM_026987	9001	1	12891	698.2390815	199.0357201
REF_NM_007706	3739	1	5368	696.5350224	198.5499715
REF_NM_001288578	12736	1	18300	695.9562842	198.385
REF_NM_020486	10014	1	14395	695.6582147	198.3000341
REF_NM_198886	1590	1	2286	695.5380577	198.2657829
REF_NM_001093764	7167	1	10312	695.0155159	198.1168304
REF_NM_026521	7197	1	10376	693.6198921	197.7190025
REF_NM_011284	7200	1	10387	693.17416	197.5919448
REF_NM_010684	11213	1	16178	693.1017431	197.5713021
REF_NM_001024206	1252	1	1808	692.4778761	197.3934665
REF_NM_010937	6654	1	9630	690.9657321	196.962424
REF_NM_178601	4089	1	5919	690.8261531	196.9226365
REF_NM_018868	18271	1	26505	689.3416337	196.4994686
REF_NM_001130457	7205	1	10470	688.156638	196.161681
REF_NM_028753	681	1	991	687.184662	195.8846155
REF_NM_001159646	8101	1	11802	686.4090832	195.6635338
REF_NM_007589	9288	1	13535	686.2209088	195.609894
REF_NM_001199115	9868	1	14404	685.0874757	195.2868046
REF_NM_026329	3714	1	5429	684.1038865	195.0064287
REF_NM_008828	11352	1	16600	683.8554217	194.9356029
REF_NM_008284	2782	1	4071	683.3701793	194.7972827
REF_NM_025281	9433	1	13825	682.3146474	194.4963992
REF_NM_009945	3136	1	4613	679.8179059	193.7846935
REF_NM_019794	11926	1	17632	676.3838475	192.8058021
REF_NM_021895	46645	1	69027	675.7500688	192.625141
REF_NM_013909	2039	1	3019	675.3892017	192.5222745
REF_NM_025381	1838	1	2727	674.0007334	192.1264863
REF_NM_011756	1646	1	2445	673.2106339	191.9012654
REF_NR_040322	8229	1	12246	671.9745223	191.5489071
REF_NM_025735	1149	1	1710	671.9298246	191.5361658
REF_NM_133801	5287	1	7887	670.3436034	191.0840074
REF_NM_009070	7521	1	11223	670.1416733	191.0264465
REF_NM_007913	2512	1	3750	669.8666667	190.9480547
REF_NM_001115085	1151	1	1720	669.1860465	190.7540414
REF_NM_026859	2063	1	3085	668.719611	190.6210821
REF_NM_016906	10135	1	15194	667.0396209	190.1421945
REF_NM_008723	1220	1	1830	666.6666667	190.0358825
REF_NM_022653	8160	1	12278	664.6033556	189.4477278
REF_NM_001285429	9795	1	14761	663.5729287	189.1540007
REF_NM_023172	3768	1	5680	663.3802817	189.0990859
REF_NM_001197082	9166	1	13832	662.6662811	188.8955573
REF_NM_019868	3889	1	5879	661.507059	188.5651166
REF_NM_026473	7933	1	12019	660.0382727	188.1464335
REF_NM_026282	3194	1	4845	659.2363261	187.9178355
REF_NR_045668	2478	1	3760	659.0425532	187.8625998
REF_NM_025291	2058	1	3125	658.56	187.7250462
REF_NM_001290984	5354	1	8136	658.0629302	187.5833545
REF_NM_028022	2736	1	4159	657.8504448	187.5227848
REF_NM_001010833	11946	1	18173	657.3488142	187.379793
REF_NM_019766	12005	1	18273	656.9802441	187.2747307
REF_NM_008155	18997	1	29010	654.8431575	186.665546
REF_NM_153152	1519	1	2320	654.7413793	186.6365338
REF_NR_045289	323	1	494	653.8461538	186.3813463
REF_NM_010439	4148	1	6356	652.6117055	186.0294621
REF_NM_144811	10989	1	16840	652.5534442	186.0128545
REF_NM_008323	5175	1	7935	652.173913	185.9046677
REF_NM_001013814	3049	1	4676	652.0530368	185.8702114
REF_NM_025550	5682	1	8720	651.6055046	185.7426407
REF_NM_133953	23613	1	36312	650.2808989	185.3650567
REF_NM_001168372	7570	1	11662	649.1167896	185.0332229
REF_NM_010771	19389	1	29888	648.7218951	184.9206568
REF_NM_008686	8136	1	12555	648.0286738	184.7230514
REF_NM_028712	2718	1	4197	647.6054325	184.6024048
REF_NM_013559	12596	1	19471	646.9107904	184.4043944
REF_NM_026824	4643	1	7194	645.3989436	183.9734367
REF_NM_001284411	3769	1	5841	645.2662215	183.9356038
REF_NM_023633	1510	1	2346	643.6487639	183.4745413
REF_NM_020576	931	1	1447	643.4001382	183.4036696
REF_NM_011292	1973	1	3068	643.0899609	183.3152524
REF_NM_028039	9606	1	14943	642.8428027	183.244799
REF_NM_134059	4017	1	6249	642.8228517	183.2391119
REF_NM_026352	7868	1	12262	641.6571522	182.9068248
REF_NM_011942	2800	1	4370	640.7322654	182.6431823
REF_NM_008567	18003	1	28131	639.9701397	182.4259354
REF_NM_008108	2985	1	4669	639.3231955	182.2415215
REF_NM_175402	1922	1	3016	637.2679045	181.6556529
REF_NM_145390	13164	1	20668	636.9266499	181.558377
REF_NM_031392	4049	1	6358	636.8354829	181.5323895
REF_NM_001199105	11406	1	17937	635.8922897	181.2635287
REF_NM_173047	4942	1	7773	635.7905571	181.2345294
REF_NM_025788	11049	1	17384	635.5844455	181.1757765
REF_NM_007570	2727	1	4291	635.5161967	181.1563219
REF_NM_001177353	3190	1	5021	635.3316072	181.103704
REF_NM_027664	20766	1	32697	635.104138	181.038863
REF_NM_011368	7290	1	11479	635.0727415	181.0299133
REF_NM_007829	3902	1	6146	634.8844777	180.976248
REF_NM_008655	1341	1	2114	634.3424787	180.8217491
REF_NM_207678	7642	1	12055	633.9278308	180.7035522
REF_NM_024223	3341	1	5271	633.8455701	180.6801034
REF_NM_018790	2212	1	3490	633.8108883	180.6702172
REF_NM_026369	5723	1	9039	633.1452594	180.4804772
REF_NM_028782	7978	1	12605	632.9234431	180.4172476
REF_NM_024218	3267	1	5163	632.7716444	180.3739768
REF_NM_024214	9653	1	15258	632.6517237	180.3397929
