Start	Stop	Gene	ESC_WT.bam
14429625	14431875	REP_L1_Mm	0
14434790	14437991	REP_L1_Mus2	0
14442567	14449062	REP_L1_Mus1	0
14453746	14459922	REP_L1Md_F2	1
14493393	14499729	REP_L1_Mus2	0
14507274	14512632	REP_L1_Mus4	0
14514300	14520617	REP_L1_Mus1	0
14524313	14527133	REP_L1_Mur1	0
14527187	14532174	REP_L1_Mus2	0
14538459	14544957	REP_L1Md_A	2
14573161	14579332	REP_Lx	0
14588759	14594937	REP_L1_Mus3	0
14597557	14601213	REP_L1_Mm	0
14604414	14610557	REP_L1Md_F2	2
14622049	14624315	REP_Lx3_Mus	0
14627243	14629711	REP_RMER19A	0
14643939	14650336	REP_L1Md_F2	1
14671911	14674055	REP_L1Md_F2	0
14692280	14706045	REP_L1Md_F3	1
14739980	14744569	REP_L1_Mus2	0
14745343	14747650	REP_Lx2	0
14747730	14750328	REP_Lx3A	0
14756526	14766819	REP_L1_Mus2	0
14775232	14778462	REP_L1Md_F	1
14778464	14782755	REP_L1Md_F	0
14783247	14786733	REP_L1_Mur3	0
14790937	14794117	REP_L1VL2	0
14840140	14846358	REP_L1Md_T	5
14856177	14858755	REP_L1Md_F2	1
14862780	14869233	REP_Lx3B	0
14882332	14888497	REP_Lx	0
14902623	14909945	REP_Lx	0
14918722	14924924	REP_L1_Mus1	1
14927873	14934833	REP_L1_Mus3	0
14947188	14951704	REP_L1Md_F2	0
14961766	14968033	REP_L1Md_F2	1
14970452	14977979	REP_L1Md_T	10
14981191	14987888	REP_L1_Mus2	0
15000687	15003106	REP_L1_Mus2	0
15009273	15011937	REP_L1VL2	0
15015447	15021633	REP_L1Md_F3	0
15038696	15044381	REP_L1Md_F2	0
15045204	15047205	REP_Lx2B	0
15051173	15060154	REP_RLTR4_MM-int	22
15064960	15070371	REP_L1Md_T	14
15073002	15076959	REP_RLTR45-int	0
15079736	15085909	REP_L1Md_F3	1
15106068	15111715	REP_L1_Mus1	0
15124569	15129699	REP_L1Md_F3	0
15131405	15133453	REP_L1Md_F2	0
15133468	15135544	REP_IAPEy-int	1
15135549	15140796	REP_Lx2A	0
15164097	15170832	REP_L1Md_A	9
15171089	15173152	REP_Lx2	0
15180127	15184194	REP_L1_Mm	0
15197119	15202569	REP_L1Md_F2	0
15224698	15231042	REP_ORR1A0-int	4
15237086	15241081	REP_L1Md_A	0
15246402	15253909	REP_Lx2	0
15260255	15263299	REP_L1_Mus2	0
15268131	15272278	REP_L1_Mus3	0
15285782	15291926	REP_L1_Mus2	0
15292671	15295675	REP_L1_Mm	0
15297648	15299976	REP_L1Md_F2	0
15308603	15311029	REP_L1Md_T	1
15314870	15317122	REP_L1VL4	0
15317409	15323993	REP_L1Md_A	5
15346068	15350453	REP_L1VL1	0
15355200	15361654	REP_L1Md_F2	0
15366952	15373690	REP_L1Md_T	6
15378060	15383952	REP_L1Md_F3	0
15383965	15389299	REP_L1VL4	0
15394935	15397173	REP_L1_Mm	0
15397872	15401593	REP_ETnERV2-int	0
15402107	15405867	REP_L1Md_F2	0
15427293	15430093	REP_L1_Mur3	0
15436718	15449355	REP_L1Md_F2	2
15466089	15468377	REP_L1_Mus2	0
15468963	15473787	REP_L1Md_F2	0
15474994	15477813	REP_L1_Mus2	0
15479954	15486623	REP_L1Md_T	8
15510277	15516675	REP_MERVL-int	7
15523356	15529832	REP_L1Md_F2	1
15536862	15547180	REP_IAPLTR3-int	0
15547182	15549260	REP_Lx2	0
15549268	15551286	REP_Lx2	1
15555513	15558449	REP_L1_Mus2	0
15583955	15589631	REP_L1_Mus3	1
15614729	15617332	REP_L1Md_F2	1
15620980	15623363	REP_L1Md_F2	0
15643171	15648642	REP_L1_Mus3	0
15648644	15652712	REP_L1_Mus3	0
15652910	15659163	REP_L1Md_T	6
15662479	15664594	REP_Lx6	0
15668110	15674574	REP_L1Md_F3	1
15680854	15687065	REP_L1Md_F2	0
15688460	15696008	REP_L1_Mus4	0
15736116	15738982	REP_L1_Mus4	0
15740749	15746729	REP_L1Md_F2	0
15754781	15760395	REP_L1Md_F2	0
15760570	15762731	REP_L1_Mus3	0
15765133	15771040	REP_L1Md_F3	1
15787508	15793686	REP_L1Md_A	0
15794612	15799445	REP_L1_Mm	1
15803434	15809494	REP_L1Md_F2	0
15823858	15828787	REP_Lx	0
15835819	15841560	REP_L1_Mus2	0
15866881	15879666	REP_L1Md_A	1
15879712	15881913	REP_L1Md_T	0
15882950	15889251	REP_L1Md_F2	1
15893046	15898895	REP_L1_Mus2	0
15899147	15905276	REP_L1Md_F2	1
15909922	15912063	REP_Lx2	0
15914484	15923631	REP_MMETn-int	2788
15925356	15927536	REP_L1_Mus2	0
15929604	15933585	REP_L1Md_F2	0
15950024	15952665	REP_L1_Mur1	0
15957105	15960952	REP_L1_Mus1	0
15972107	15985220	REP_L1Md_A	2
16000875	16008613	REP_L1Md_F	0
16016734	16022906	REP_L1Md_A	6
16034958	16039161	REP_L1_Mus2	0
16042797	16045758	REP_L1_Mus3	0
16048258	16054572	REP_L1Md_A	5
16056813	16058923	REP_RMER17A2	0
16066448	16072650	REP_L1Md_A	6
16094378	16099458	REP_L1_Mus1	0
16112451	16115311	REP_L1VL4	0
16155686	16160852	REP_L1_Mus1	0
16167248	16174440	REP_L1Md_A	16
16189853	16192586	REP_L1_Mus2	0
16243284	16249475	REP_L1Md_T	9
16267265	16272754	REP_MMERVK10C-int	2
16364154	16367050	REP_L1Md_F2	1
16396029	16398511	REP_L1_Mm	0
16440645	16445116	REP_L1_Mus3	0
16446004	16452010	REP_L1Md_A	4
16454327	16456418	REP_Lx7	0
16524164	16528497	REP_L1Md_F2	0
16533943	16539980	REP_L1Md_F2	0
16566856	16569054	REP_L1_Mus1	0
16614728	16617625	REP_L1Md_F2	0
16617627	16619892	REP_L1Md_F2	0
16626258	16631700	REP_L1Md_F3	3
16632363	16639403	REP_Lx9	0
16642598	16644862	REP_Lx3_Mus	0
16666259	16668348	REP_RLTR42-int	0
16668758	16671328	REP_RLTR42-int	0
16679867	16682340	REP_Lx	0
16697786	16700739	REP_L1_Mm	0
16817109	16820182	REP_L1_Mus2	0
16869270	16875176	REP_L1Md_F2	0
16877847	16883688	REP_L1_Mus2	0
16885688	16891172	REP_L1Md_F2	0
16906751	16910083	REP_L1_Mus3	0
16915195	16918184	REP_L1_Mus1	0
16919084	16922370	REP_L1_Mur3	0
16931734	16939387	REP_L1Md_F3	1
16939398	16942338	REP_L1_Mur3	0
16944226	16946599	REP_Lx2A1	0
16948236	16952454	REP_L1VL2	1
16960419	16964907	REP_L1Md_Gf	21
16984233	16989196	REP_L1Md_F2	0
16995537	17004207	REP_L1Md_A	6
17019406	17025136	REP_L1Md_F2	2
17025152	17029810	REP_L1_Mm	1
17044856	17047318	REP_L1_Mus2	0
17048192	17050795	REP_L1VL4	2
17072843	17077377	REP_IAPEz-int	5
17077379	17081913	REP_IAPEz-int	4
17106593	17109535	REP_Lx4A	4
17151158	17157750	REP_L1_Mus3	0
17158648	17166112	REP_MERVL-int	0
17191410	17197569	REP_L1Md_F2	3
17218611	17231321	REP_MERVL-int	4
17242169	17248606	REP_L1Md_F2	0
17276289	17278997	REP_ORR1A0-int	7
17322219	17326164	REP_L1_Mus3	0
17354386	17365468	REP_ETnERV2-int	1336
17380764	17383451	REP_ETnERV2-int	2
17383692	17386198	REP_ETnERV2-int	4
17391592	17395184	REP_L1VL4	0
17395488	17401940	REP_ETnERV2-int	1
17404849	17408523	REP_MYSERV6-int	1
17408754	17411405	REP_IAP-d-int	0
17413994	17420201	REP_L1Md_F2	33
17427268	17429741	REP_L1Md_F3	6
17445307	17448839	REP_L1_Mus3	0
17469526	17475553	REP_L1_Mus2	0
17476950	17484551	REP_MuRRS-int	8
17499531	17502512	REP_L1_Mus2	0
17507956	17511602	REP_L1_Mus1	0
17526240	17530289	REP_L1_Mus2	0
17530524	17532561	REP_L1Md_F2	0
17533203	17537284	REP_MMETn-int	36
17549055	17552269	REP_ORR1A3-int	0
17552273	17555711	REP_IAPEz-int	2
17555713	17560567	REP_Lx7	0
17567819	17570712	REP_L1Md_F3	1
17571129	17573684	REP_L1Md_T	1
17575303	17578925	REP_L1_Mus1	0
17578934	17582142	REP_L1_Mus1	0
17587927	17590997	REP_ORR1A0-int	2
17597632	17602039	REP_ETnERV3-int	0
17602042	17610466	REP_L1Md_F2	3
17611621	17614481	REP_Lx4B	0
17614668	17621271	REP_L1Md_F2	0
17626574	17634253	REP_ETnERV2-int	2
17634541	17636967	REP_L1VL4	0
17637006	17642127	REP_L1VL2	2
17642146	17649038	REP_Lx3C	3
17652831	17656625	REP_L1Md_A	4
17656655	17659404	REP_MMETn-int	0
17672588	17674602	REP_L1_Mus3	0
17674606	17677032	REP_Lx2	0
17686768	17689596	REP_L1VL2	0
17695854	17698489	REP_MYSERV16_I-int	0
17700162	17707127	REP_L1Md_F3	1
17709999	17714218	REP_L1_Mus3	1
17716667	17719187	REP_MERVL_2A-int	0
17865984	17885614	REP_MERVL-int	17
17886564	17889500	REP_RMER16-int	1
17900701	17905505	REP_RMER17C-int	0
17912270	17918288	REP_IAPEz-int	2
17924312	17930030	REP_L1VL1	1
17932585	17934943	REP_Lx9	0
17937324	17943914	REP_L1Md_T	11
17943920	17947049	REP_ETnERV2-int	2
17959827	17964455	REP_Lx	0
17967117	17969955	REP_ETnERV2-int	0
17981864	17984563	REP_MTA_Mm-int	0
18002802	18008998	REP_Lx	0
18030632	18034103	REP_Lx2B	0
18058315	18060321	REP_L1_Mus1	0
18066412	18069506	REP_Lx3_Mus	0
18073822	18078596	REP_MusHAL1	0
18081435	18089032	REP_L1Md_T	11
18089047	18095061	REP_L1Md_F2	2
18101965	18104306	REP_L1Md_F2	0
18109864	18112135	REP_MTEa-int	0
18113211	18122809	REP_L1Md_T	19
18122811	18126281	REP_L1_Mus1	7
18132135	18138328	REP_L1Md_T	2
18142930	18150079	REP_Lx3_Mus	0
18152633	18154963	REP_L1Md_F2	0
18162319	18167720	REP_L1Md_T	3
18167731	18170104	REP_Lx9	0
18174343	18182168	REP_L1_Mus3	0
18185798	18191645	REP_L1Md_F2	0
18191670	18195098	REP_Lx3B	0
18195329	18198009	REP_RLTR42-int	0
18202431	18209025	REP_L1Md_T	8
18211682	18217144	REP_L1_Mus3	0
18223350	18231392	REP_L1Md_F2	1
18242260	18252316	REP_L1Md_F2	2
18270961	18276892	REP_Lx4A	0
18292691	18299891	REP_L1Md_A	16
18311479	18317058	REP_L1_Mus1	0
18320030	18325243	REP_L1_Mus2	2
18325248	18332195	REP_L1Md_F2	1
18340299	18343005	REP_Lx5	1
18344139	18346829	REP_IAPEz-int	6
18349382	18354240	REP_Lx	0
18356719	18359581	REP_L1VL2	0
18360522	18362995	REP_ETnERV2-int	0
18370010	18373195	REP_L1M3c	0
18373890	18380676	REP_L1Md_T	15
18384384	18388207	REP_L1Md_F	1
18392923	18398389	REP_L1Md_F2	0
18407275	18413141	REP_L1Md_F2	0
18418005	18420209	REP_RMER17C-int	0
18430591	18437682	REP_L1Md_F2	1
18448008	18450472	REP_L1_Mur1	0
18469460	18482185	REP_L1VL1	0
18482237	18486425	REP_RMER16-int	0
18511700	18516491	REP_L1Md_A	11
18523130	18528292	REP_L1Md_F2	0
18539553	18544242	REP_L1VL2	0
18544264	18546592	REP_L1_Mus3	0
18547548	18551107	REP_L1_Mus3	0
18553844	18557423	REP_L1_Mm	0
18558598	18560614	REP_L1MDa	0
18567095	18572523	REP_L1Md_F2	0
18579399	18581506	REP_L1_Mus1	0
18581932	18586392	REP_L1_Mus1	0
18599025	18603723	REP_L1_Mus1	0
18606314	18612591	REP_L1Md_F2	0
18618506	18620514	REP_ORR1C1-int	0
18631295	18638226	REP_L1_Mur3	0
18639045	18641381	REP_L1Md_A	1
18641383	18646612	REP_Lx9	1
18665985	18668415	REP_L1VL1	0
18674137	18679406	REP_L1_Mm	0
18700259	18706617	REP_L1Md_T	4
18707070	18709846	REP_L1Md_F	0
18711024	18713093	REP_Lx2	0
18763720	18770422	REP_L1Md_T	27
18789588	18795569	REP_L1_Mus2	3
18845323	18848296	REP_L1Md_F2	2
18864113	18866312	REP_MMERGLN-int	0
18867301	18871797	REP_L1_Mur3	0
18882866	18884913	REP_ORR1C1-int	0
18909495	18915619	REP_L1Md_F2	0
18922103	18924606	REP_Lx3_Mus	2
18924621	18928551	REP_ETnERV3-int	2
18944640	18947682	REP_L1_Mur3	2
18947693	18949772	REP_L1Md_F3	1
18974124	18976868	REP_Lx	0
18982121	18984138	REP_L1Md_F2	1
18989351	18998478	REP_L1VL4	0
18998792	19000998	REP_L1_Mus2	1
19002273	19005555	REP_ORR1B1-int	2
19009231	19013069	REP_Lx4A	0
19013107	19019348	REP_L1Md_T	17
19027566	19030658	REP_L1Md_F	3
19034844	19039626	REP_L1Md_F2	0
19039635	19046103	REP_Lx9	0
19062011	19066035	REP_L1_Mm	0
19068551	19072590	REP_L1VL1	0
19080758	19083294	REP_RMER17D	0
19087156	19093269	REP_L1Md_F2	2
19095213	19101953	REP_L1Md_A	3
19117538	19127030	REP_Lx3_Mus	7
19136382	19142540	REP_L1Md_A	11
19148230	19150417	REP_L1Md_F2	2
19164345	19167724	REP_L1_Mus2	0
19167732	19171995	REP_L1_Mus2	0
19174702	19181398	REP_L1_Mus1	0
19188110	19194340	REP_L1_Mus3	0
19203355	19208705	REP_L1_Mur2	0
19209172	19211623	REP_L1_Mus2	0
19216698	19219721	REP_L1Md_T	0
19220452	19222472	REP_RMER3D-int	0
19224182	19226302	REP_L1_Mus2	0
19228410	19234790	REP_L1Md_T	21
19238813	19245941	REP_IAPEz-int	13
19249791	19253377	REP_L1_Mus2	0
19253380	19256689	REP_ORR1A1-int	0
19286235	19290530	REP_L1_Mus1	0
19293919	19296579	REP_L1_Mus3	0
19300331	19303507	REP_Lx	0
19304150	19309162	REP_L1VL2	0
19317000	19323226	REP_L1_Mus3	0
19325293	19331543	REP_L1_Mus1	0
19346597	19352727	REP_L1Md_T	0
19354231	19365280	REP_L1Md_A	1
19374087	19376711	REP_L1Md_A	3
19402305	19407221	REP_L1_Mus2	0
19408166	19415228	REP_L1Md_T	17
19423834	19430241	REP_L1_Mus2	0
19430318	19432463	REP_RodERV21-int	0
19434199	19436563	REP_L1_Mur3	0
19437128	19443989	REP_L1Md_A	4
19444503	19447085	REP_L1_Mur3	0
19454023	19458337	REP_MERVL_2A-int	0
19459600	19463630	REP_MERVL_2A-int	0
19474748	19479168	REP_L1VL4	1
19490257	19492478	REP_L1_Mus2	0
19497271	19506785	REP_L1Md_F	3
19507240	19514104	REP_L1Md_T	5
19532395	19535088	REP_L1_Mus4	0
19537188	19539330	REP_L1_Mus2	0
19547664	19553791	REP_L1_Mus1	0
19555145	19558621	REP_Lx6	0
19572199	19578599	REP_L1Md_A	10
19582129	19585142	REP_L1_Mus4	0
19590161	19596271	REP_L1Md_F2	0
19609579	19617814	REP_MERVL-int	8
19618599	19623119	REP_L1Md_F2	0
19624645	19627097	REP_L1_Mur3	0
19627455	19629939	REP_RMER3D-int	0
19630399	19635113	REP_RMER17C-int	1
19659778	19662233	REP_L1VL4	1
19670549	19673503	REP_L1_Mur3	0
19688096	19693248	REP_L1_Mus2	0
19719529	19723648	REP_Lx	1
19751231	19753361	REP_L1_Mus1	0
19755956	19762256	REP_L1Md_F2	0
19773979	19778939	REP_L1VL2	1
19788533	19791787	REP_L1Md_F	0
19794664	19798423	REP_L1_Mus1	1
19812229	19816507	REP_L1_Mus2	2
19818165	19820791	REP_L1_Mus2	0
19821841	19823918	REP_L1_Mus1	0
19826409	19829405	REP_L1VL2	1
19834107	19841019	REP_L1_Mus3	1
19845257	19847411	REP_Lx6	0
19890328	19892626	REP_L1_Mm	0
19906243	19908417	REP_L1_Mus1	0
19936367	19938866	REP_ORR1A2-int	6
20016422	20019061	REP_L1Md_F2	1
20020828	20023419	REP_Lx3_Mus	1
20023781	20025937	REP_L1Md_F3	1
20050366	20054187	REP_L1Md_A	8
20111775	20114518	REP_L1Md_A	2
20167146	20169706	REP_L1_Mur1	0
20171409	20177412	REP_L1Md_T	3
20339500	20345901	REP_L1Md_A	4
20408232	20411030	REP_Lx7	20
20411032	20417307	REP_Lx7	3
20466636	20469040	REP_Lx3_Mus	3
20550358	20556220	REP_L1_Mus2	4
20565852	20570882	REP_L1VL1	2
20592679	20600672	REP_L1Md_F	49
20615033	20622008	REP_L1_Mus4	41
20622020	20625334	REP_Lx5	13
20645785	20653268	REP_IAPEz-int	4
20670137	20672465	REP_ORR1A1-int	2
20674220	20676382	REP_L1_Mur2	0
20679691	20685104	REP_L1Md_T	9
20687315	20689636	REP_Lx3B	0
20713067	20716799	REP_MYSERV16_I-int	0
20725878	20729202	REP_L1_Mm	0
20729268	20741464	REP_L1_Mur1	2
20756930	20759743	REP_Lx5	0
20763019	20767282	REP_L1_Mm	1
20767326	20775280	REP_L1Md_F2	2
20780086	20782615	REP_MTB-int	3
20804593	20808918	REP_L1_Mus3	2
20813915	20824042	REP_L1Md_T	27
20831755	20838890	REP_L1Md_T	20
20839837	20844506	REP_L1_Mus2	4
20845513	20852082	REP_L1Md_F2	6
20852084	20854169	REP_L1VL4	2
20867820	20870554	REP_RLTR14-int	2
20932764	20935606	REP_L1_Mur2	0
20945129	20947238	REP_L1Md_F3	0
20953675	20955786	REP_Lx2	0
20980366	20987001	REP_L1Md_T	29
21037321	21040982	REP_Lx2	0
21043609	21050259	REP_L1Md_T	54
21088622	21094282	REP_L1_Mur3	0
21100521	21110838	REP_L1Md_T	1
21195993	21203036	REP_MMETn-int	5601
21255196	21259592	REP_L1_Mur3	13
21332982	21339637	REP_L1Md_T	16
21355620	21361390	REP_L1_Mus3	0
21381404	21383704	REP_Lx7	0
21389228	21391903	REP_Lx7	0
21415943	21418182	REP_Lx4B	0
21418271	21431867	REP_L1Md_A	4
21442234	21449635	REP_L1Md_F2	26
21449665	21452711	REP_L1_Mm	0
21453731	21455976	REP_L1Md_A	0
21455978	21458290	REP_L1Md_F	0
21463653	21471695	REP_L1Md_F3	1
21471701	21475038	REP_L1Md_A	2
21477118	21482566	REP_L1_Mur1	0
21482572	21488366	REP_L1_Mus1	0
21514428	21517175	REP_L1Md_F2	1
21522321	21526363	REP_L1Md_F2	1
21534863	21541007	REP_L1Md_F2	0
21548531	21554950	REP_L1Md_F2	0
21558865	21563619	REP_L1_Mus1	0
21563630	21570000	REP_L1Md_F2	0
21575733	21579014	REP_ORR1A0-int	1
21589762	21592079	REP_RodERV21-int	0
21594523	21605298	REP_L1Md_A	8
21613766	21620532	REP_L1Md_T	7
21621508	21632373	REP_L1_Mus2	5
21644029	21650318	REP_MERVL-int	5
21707105	21713919	REP_L1Md_A	9
21736783	21741992	REP_L1VL2	1
21746136	21748371	REP_Lx4A	0
21763790	21770262	REP_L1_Mus1	0
21842197	21845828	REP_L1Md_F2	0
21865125	21868598	REP_L1Md_F2	1
21884045	21887076	REP_L1_Mur3	2
21906912	21908964	REP_L1_Mus3	0
21914544	21916665	REP_L1Md_F2	0
21916682	21921286	REP_L1Md_F2	2
21925808	21932591	REP_L1Md_F2	2
21935921	21938725	REP_Lx2	0
21948770	21955793	REP_L1_Mus3	1
21961568	21969054	REP_ETnERV2-int	926
21972431	21974813	REP_L1Md_F	0
21974827	21983405	REP_MERVL-int	3
21985286	21988079	REP_L1Md_F3	0
21992424	21994882	REP_Lx	0
22011541	22015324	REP_L1_Mus1	0
22055571	22062219	REP_L1Md_F2	0
22077335	22084438	REP_L1Md_A	14
22089941	22096308	REP_L1Md_A	10
22105150	22114060	REP_L1Md_T	22
22117572	22119934	REP_L1Md_F2	0
22121772	22125065	REP_Tigger1	0
22141440	22148231	REP_IAPEz-int	57
22150803	22157697	REP_L1Md_T	12
22157938	22160109	REP_Lx8	0
22221274	22227875	REP_L1Md_A	14
22243860	22246082	REP_MTE2a-int	0
22287213	22293368	REP_L1_Mus1	0
22308271	22310541	REP_L1_Mur1	0
22335274	22337425	REP_MusHAL1	0
22342970	22345970	REP_L1Md_F2	0
22348437	22355502	REP_L1Md_F2	2
22372651	22377405	REP_L1_Mur3	0
22391147	22393542	REP_L1Md_F2	0
22400623	22403911	REP_L1Md_F	0
22418567	22423114	REP_IAPEz-int	5
22451537	22457486	REP_L1Md_T	8
22457492	22460024	REP_L1Md_T	1
22460851	22464114	REP_L1Md_F2	0
22464128	22469935	REP_L1Md_F2	0
22494668	22500873	REP_L1_Mus1	0
22509942	22513451	REP_Lx	0
22551865	22554456	REP_L1VL2	0
22554468	22557553	REP_L1Md_F	0
22557565	22563770	REP_L1_Mus3	0
22581699	22584245	REP_Lx	0
22606304	22614438	REP_L1Md_F2	0
22663794	22665856	REP_RodERV21-int	0
22677423	22685233	REP_L1Md_F3	0
22719252	22725426	REP_L1Md_A	6
22753286	22755353	REP_Lx5	0
22761443	22765229	REP_L1Md_F	0
22767700	22773750	REP_L1_Mus3	0
22779884	22785619	REP_L1_Mus3	0
22799441	22802405	REP_L1_Mus2	57
22802423	22805045	REP_L1Md_F2	43
22888278	22890286	REP_L1_Mur2	0
22907014	22909366	REP_L1_Mm	1
22944868	22946895	REP_MERVL_2A-int	0
22950316	22957371	REP_Lx3C	1
22973488	22975524	REP_L1MB2	0
23003706	23010055	REP_L1Md_F2	2
23019387	23023115	REP_L1_Mus4	0
23050532	23053190	REP_L1Md_F2	0
23094195	23106167	REP_Lx3B	19
23106499	23110381	REP_RMER3D-int	0
23111686	23119015	REP_L1Md_T	15
23120672	23123689	REP_L1Md_F2	1
23159738	23165128	REP_L1Md_A	3
23165151	23173375	REP_RLTR6-int	1
23178731	23181788	REP_L1_Mur3	1
23184016	23189982	REP_L1Md_F2	29
23200573	23203030	REP_Lx	0
23209779	23211842	REP_L1Md_F2	6
23219722	23222294	REP_L1_Mm	0
23225535	23228150	REP_L1_Mur2	0
23232000	23237559	REP_L1Md_F2	1
23237589	23241159	REP_L1_Mur3	1
23290294	23292985	REP_L1_Mus1	0
23305667	23308156	REP_L1Md_F2	1
23313120	23315339	REP_L1_Mus4	0
23315341	23318982	REP_L1_Mus4	0
23340389	23343816	REP_Lx2	1
23347693	23354802	REP_Lx	4
23395997	23398655	REP_RLTR1B-int	0
23398666	23400823	REP_RLTR1B-int	1
23404921	23408291	REP_L1Md_F	0
23417346	23420246	REP_RLTR14-int	0
23425379	23431778	REP_L1Md_F2	0
23441913	23447155	REP_L1Md_F2	1
23449230	23453098	REP_RLTR14-int	0
23473662	23478938	REP_L1_Mus2	1
23479185	23481723	REP_L1_Mur3	0
23490061	23497080	REP_L1Md_F2	0
23497100	23500000	REP_L1_Mm	0
23508259	23510343	REP_L1_Mur2	0
23511227	23515250	REP_Lx9	0
23523250	23526842	REP_L1VL4	0
23540426	23546594	REP_L1Md_F2	0
23551434	23558402	REP_L1Md_A	15
23575988	23580282	REP_L1VL4	0
23586125	23588423	REP_ETnERV2-int	1
23591674	23594192	REP_L1_Mm	0
23599514	23602199	REP_L1_Mus1	0
23603090	23609526	REP_L1_Mus3	0
23637974	23645028	REP_ETnERV3-int	0
23646616	23648994	REP_L1_Mur1	0
23655490	23657712	REP_ETnERV3-int	0
23657716	23663025	REP_ETnERV3-int	0
23675216	23684038	REP_L1Md_T	1
23686038	23689179	REP_L1Md_F2	0
23692224	23694553	REP_RodERV21-int	0
23695137	23697870	REP_RLTR1B-int	0
23706576	23711783	REP_L1Md_F2	2
23711789	23720213	REP_L1Md_F2	0
23722773	23729495	REP_L1Md_A	3
23731169	23738941	REP_IAPEY3-int	27
23750324	23756768	REP_L1Md_F2	1
23768491	23771811	REP_MuRRS4-int	0
23772395	23774724	REP_RodERV21-int	0
23778374	23781367	REP_L1Md_T	1
23783652	23789277	REP_L1Md_F2	0
23797302	23802273	REP_L1VL1	0
23803413	23806400	REP_Lx4A	0
23824313	23833609	REP_IAPEz-int	8
23833611	23837508	REP_L1_Mm	0
23842180	23844356	REP_MusHAL1	0
23855317	23858097	REP_RLTR22_Mur	0
23861606	23873862	REP_L1Md_F2	0
23874070	23876951	REP_MuRRS4-int	0
23877984	23880302	REP_RodERV21-int	0
23880980	23887042	REP_L1Md_F3	2
23893998	23896785	REP_L1_Mm	0
23901633	23907324	REP_L1VL2	0
23917745	23923273	REP_L1Md_F2	0
23925300	23927900	REP_L1Md_F2	0
23931550	23933875	REP_RodERV21-int	0
23934445	23937189	REP_MuRRS4-int	0
23945896	23950841	REP_L1Md_F2	0
23964590	23967584	REP_Lx4A	1
23977234	23980960	REP_L1Md_A	0
23989421	23995156	REP_L1VL2	0
24002755	24010458	REP_L1_Mus1	0
24013675	24016860	REP_L1Md_T	0
24025621	24032548	REP_L1_Mus1	0
24035598	24038592	REP_Lx4A	0
24047017	24049213	REP_L1Md_F2	0
24056825	24059654	REP_L1VL2	1
24070689	24075865	REP_L1_Mus3	0
24078770	24085009	REP_L1_Mus1	0
24095699	24104698	REP_L1Md_T	17
24104809	24108985	REP_L1_Mus1	0
24121337	24126307	REP_L1Md_F2	0
24134773	24139130	REP_L1VL2	0
24144840	24150010	REP_L1_Mus3	0
24152883	24158060	REP_L1Md_T	0
24158073	24166193	REP_L1Md_T	11
24170957	24173518	REP_L1_Mm	6
24176394	24178895	REP_L1Md_A	0
24187540	24190526	REP_Lx4A	0
24193118	24200555	REP_L1Md_A	2
24200567	24205958	REP_L1_Mus1	0
24211043	24216569	REP_L1Md_F2	0
24218584	24221148	REP_L1Md_F2	0
24226118	24232604	REP_L1Md_T	4
24241237	24245328	REP_MMETn-int	3
24245333	24251295	REP_L1Md_F	0
24260794	24263521	REP_RLTR22_Mur	0
24266161	24274360	REP_L1_Mus1	2
24276665	24284220	REP_L1Md_F2	1
24287335	24290104	REP_MuRRS4-int	0
24290686	24293016	REP_RodERV21-int	0
24293696	24300008	REP_L1Md_F2	0
24307300	24313511	REP_L1_Mus1	0
24323274	24327844	REP_L1Md_F2	0
24335476	24338313	REP_L1VL2	0
24338323	24341238	REP_L1VL2	0
24346789	24350303	REP_L1_Mus3	0
24354992	24360934	REP_L1_Mus1	0
24364155	24367345	REP_L1Md_T	0
24377698	24385716	REP_L1_Mus1	0
24387668	24390819	REP_Lx4A	0
24450076	24454576	REP_L1_Mm	0
24455781	24461976	REP_L1_Mm	9
24468588	24473156	REP_L1Md_F2	0
24480777	24483604	REP_L1VL2	0
24483614	24486486	REP_L1VL2	0
24491308	24496479	REP_L1_Mus3	0
24500022	24507112	REP_L1_Mus1	0
24510324	24516636	REP_L1Md_T	1
24522081	24528509	REP_L1Md_F3	0
24536979	24541993	REP_L1Md_Gf	19
24545031	24548013	REP_Lx4A	0
24549287	24555723	REP_L1_Mus1	0
24562297	24567600	REP_L1Md_F2	0
24569626	24572223	REP_L1Md_F2	0
24575843	24578174	REP_RodERV21-int	0
24580320	24582732	REP_RLTR1B-int	3
24584164	24586921	REP_MuRRS4-int	0
24593362	24595682	REP_RLTR14-int	0
24600147	24607437	REP_L1Md_F2	1
24616716	24619520	REP_RLTR22_Mur	0
24619836	24621891	REP_L1Md_T	0
24624988	24636795	REP_L1Md_F2	0
24696561	24701341	REP_L1Md_F2	0
24709805	24715309	REP_L1VL2	0
24721459	24726601	REP_L1_Mus3	0
24729501	24737213	REP_L1_Mus1	1
24751636	24758607	REP_L1_Mus1	0
24761651	24764798	REP_Lx4A	1
24779135	24782864	REP_L1Md_F2	0
24791312	24797046	REP_L1VL2	0
24801852	24807012	REP_L1_Mus3	0
24809896	24817618	REP_L1Md_F2	0
24818208	24820555	REP_RLTR10-int	2
24828431	24830943	REP_L1Md_A	0
24839654	24842638	REP_Lx4A	0
24845232	24852275	REP_L1Md_T	0
24852288	24857634	REP_L1_Mus1	0
